Co_Ref,Prospect_Outcome,Prospect_Renewal_Date,Call_Date,Membership_Renewal_Decision,Serious_Complaint,Other_Complaint,Discussion_on_Price_Increase,Renewal_Impact_Due_to_Price_Increase,Discount_or_Waiver_Requested,Call_Reschedule_Request,Explicit_Competitor_Mention,Explicit_Switching_Intent,Mentioned_Competitors,Desire_To_Cancel,Discount_Offered,Call_Number,call_year,rc_flag
NZ6085,Won,2025-05-26,2025-05-01,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,6.0,2025.0,1
NZ7892,Won,2025-04-18,2025-04-04,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,5.0,2025.0,1
NZ8090,Churned,2024-08-05,2024-07-18,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,5.0,2024.0,1
NZ8127,Won,2024-09-19,2024-08-23,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
NZ8192,Won,2024-07-24,2024-06-27,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
NZ8192,Won,2025-07-24,2025-06-27,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
NZ8861,Won,2026-03-04,2026-02-05,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2026.0,1
NZ9045,Won,2025-01-19,2025-01-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
NZ9598,Won,2025-02-05,2025-01-15,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
NZ9885,Won,2025-02-18,2025-01-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
NZ9976,Won,2025-09-10,2025-08-14,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
OA0364,Won,2024-12-13,2024-11-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OA0364,Churned,2025-12-13,2025-11-19,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
OA0554,Won,2024-04-26,2024-04-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OA0554,Won,2025-04-26,2025-04-03,Yes,No,No,No,Yes,No,No,No,No,Yes,Desired to Cancel,No,2.0,2025.0,1
OA0555,Won,2025-10-01,2025-08-29,No,No,Yes,Yes,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
OA0793,Won,2025-03-26,2025-03-07,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
OA1386,Won,2024-07-19,2024-07-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OA1625,Won,2025-07-10,2025-06-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OA1669,Won,2024-10-27,2024-09-30,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OA1669,Won,2025-10-27,2025-09-30,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
OA2744,Won,2024-04-26,2024-04-12,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OA2744,Won,2025-04-26,2025-03-31,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
OA2954,Won,2025-11-19,2025-11-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,10.0,2025.0,1
OA3236,Won,2024-11-09,2024-10-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OA3661,Won,2025-06-04,2025-05-09,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,3.0,2025.0,1
OA4770,Won,2024-05-23,2024-04-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OA5334,Won,2024-07-30,2024-07-02,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OA6172,Won,2024-07-02,2024-06-05,unknown,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
OA6338,Churned,2026-02-19,2026-01-30,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
OA7131,Won,2025-09-14,2025-08-18,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
OA7557,Won,2025-06-13,2025-05-21,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OA8962,Won,2024-10-25,2024-10-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
OA9498,Won,2024-05-24,2024-05-08,No,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
OB0114,Won,2024-09-25,2024-09-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2024.0,1
OB0114,Won,2025-09-25,2025-09-05,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,5.0,2025.0,1
OB0344,Won,2024-08-03,2024-07-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OB0344,Won,2025-08-03,2025-07-09,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OB0560,Churned,2025-03-31,2025-03-04,Yes,unknown,unknown,No,No,No,No,Yes,Yes,Yes,Desired to Cancel,No,1.0,2025.0,1
OB0831,Won,2024-09-20,2024-09-06,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,2.0,2024.0,1
OB0880,Won,2025-11-11,2025-10-16,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,1.0,2025.0,1
OB1176,Won,2024-12-05,2024-11-21,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OB2006,Churned,2025-01-08,2024-12-13,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,Yes,1.0,2024.0,1
OB2506,Won,2025-04-17,2025-03-28,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OB2628,Won,2025-04-22,2025-04-01,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OB2710,Won,2025-03-31,2025-03-03,No,unknown,unknown,No,No,No,No,No,No,Yes,Desired to Cancel,No,5.0,2025.0,1
OB3694,Churned,2026-01-06,2025-12-23,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,13.0,2025.0,1
OB4540,Won,2024-10-22,2024-09-18,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,2.0,2024.0,1
OB5796,Churned,2025-01-18,2024-12-12,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,1.0,2024.0,1
OB5918,Won,2024-10-05,2024-09-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
OB6109,Won,2025-04-08,2025-03-12,unknown,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OB6320,Churned,2024-07-19,2024-07-05,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Desired to Cancel,Yes,3.0,2024.0,1
OB6395,Won,2024-09-15,2024-08-28,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
OB7278,Won,2024-07-29,2024-07-02,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
OB7417,Won,2025-02-28,2025-02-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OB7417,Won,2026-02-28,2026-02-06,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,6.0,2026.0,1
OB9651,Won,2025-05-30,2025-05-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
OB9674,Won,2024-09-14,2024-08-22,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OB9853,Won,2026-01-10,2025-12-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OB9913,Won,2024-10-29,2024-10-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OC0479,Won,2025-05-16,2025-04-25,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
OC0940,Won,2026-01-25,2025-12-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OC1236,Won,2025-04-29,2025-04-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
OC1334,Won,2024-10-15,2024-09-24,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OC1334,Won,2025-10-15,2025-09-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OC1335,Won,2024-08-28,2024-08-07,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OC1475,Churned,2024-08-16,2024-07-22,Yes,No,Yes,No,Yes,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
OC1952,Won,2025-07-25,2025-07-10,No,No,No,No,No,No,No,No,No,Yes,Renewed,Yes,3.0,2025.0,1
OC2214,Won,2025-03-31,2025-03-05,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OC2781,Won,2024-10-31,2024-10-16,No,No,No,Yes,No,No,No,No,No,Yes,Renewed,Yes,4.0,2024.0,1
OC2781,Won,2025-10-31,2025-10-16,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Renewed,No,10.0,2025.0,1
OC2796,Won,2024-08-27,2024-07-17,No,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,3.0,2024.0,1
OC3412,Churned,2024-12-15,2024-11-28,No,No,No,No,No,No,No,Yes,No,Yes,Not Discussed,No,2.0,2024.0,1
OC4817,Won,2024-10-26,2024-10-01,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,3.0,2024.0,1
OC5649,Won,2025-02-10,2025-01-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OC6110,Won,2024-07-29,2024-07-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2024.0,1
OC6110,Won,2025-07-29,2025-07-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,16.0,2025.0,1
OC7694,Won,2024-10-11,2024-09-24,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OC7694,Churned,2025-10-11,2025-09-15,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,5.0,2025.0,1
OC8365,Won,2025-03-02,2025-02-04,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,1.0,2025.0,1
OC8365,Won,2026-03-02,2026-02-10,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,5.0,2026.0,1
OC8468,Won,2025-09-16,2025-08-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OC8509,Won,2024-05-22,2024-04-29,Yes,No,No,No,No,No,Yes,No,No,No,Desired to Cancel,No,1.0,2024.0,1
OC8509,Churned,2025-05-22,2025-05-06,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,5.0,2025.0,1
OC8641,Churned,2024-08-08,2024-07-12,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Desired to Cancel,Yes,3.0,2024.0,1
OC8646,Won,2024-12-02,2024-11-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OC8646,Won,2025-12-02,2025-11-05,No,No,No,No,No,No,No,No,No,No,unknown,No,5.0,2025.0,1
OC8806,Won,2024-08-09,2024-07-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
OC8806,Churned,2025-08-09,2025-07-15,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,8.0,2025.0,1
OC9953,Churned,2025-04-05,2025-03-19,Yes,unknown,unknown,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2025.0,1
OD0589,Won,2025-09-19,2025-09-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OD1621,Won,2025-07-21,2025-07-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
OD2612,Won,2024-04-27,2024-04-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OD3011,Churned,2025-01-29,2025-01-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OD4066,Won,2025-03-04,2025-02-12,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Desired to Cancel,No,1.0,2025.0,1
OD4135,Won,2024-10-01,2024-09-05,Yes,No,Yes,unknown,unknown,unknown,No,No,No,No,Desired to Cancel,Yes,1.0,2024.0,1
OD4244,Won,2024-08-08,2024-07-23,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
OD4426,Won,2025-01-15,2024-12-19,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OD4426,Won,2026-01-15,2025-12-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
OD4886,Won,2025-08-02,2025-07-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
OD4970,Won,2024-12-11,2024-11-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OD4970,Won,2025-12-11,2025-11-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OD5687,Won,2025-01-07,2024-12-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OD6233,Won,2025-02-22,2025-01-30,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OD6404,Won,2024-10-26,2024-09-17,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
OD7277,Won,2024-06-23,2024-05-28,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
OD7705,Won,2024-11-25,2024-11-01,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OD8555,Won,2026-02-05,2026-01-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2026.0,1
OD9312,Won,2024-08-14,2024-07-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OD9989,Won,2024-08-06,2024-07-22,unknown,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OE0467,Won,2024-09-09,2024-08-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OE0467,Won,2025-09-09,2025-08-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OE0812,Won,2024-11-26,2024-10-30,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OE1137,Won,2024-07-07,2024-06-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
OE1137,Won,2025-07-07,2025-06-10,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,3.0,2025.0,1
OE2963,Won,2025-12-10,2025-11-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
OE3335,Won,2025-05-15,2025-04-24,unknown,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,7.0,2025.0,1
OE4052,Won,2024-06-21,2024-06-04,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
OE4158,Won,2024-11-25,2024-10-31,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,1.0,2024.0,1
OE4325,Won,2025-08-03,2025-07-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,9.0,2025.0,1
OE4439,Won,2024-05-31,2024-05-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OE4757,Won,2025-03-05,2025-02-06,No,No,Yes,No,No,No,No,No,No,Yes,Renewed,No,1.0,2025.0,1
OE4757,Won,2026-03-05,2026-02-06,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2026.0,1
OE4769,Won,2025-03-21,2025-02-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OE5325,Won,2024-05-24,2024-04-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OE5352,Won,2025-08-10,2025-06-26,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
OE5486,Won,2024-11-21,2024-11-05,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Renewed,Yes,1.0,2024.0,1
OE5486,Won,2025-11-21,2025-11-07,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OE5495,Won,2024-12-07,2024-11-19,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,Yes,1.0,2024.0,1
OE5776,Won,2024-08-25,2024-07-29,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,1.0,2024.0,1
OE6449,Won,2024-11-11,2024-09-30,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OE7876,Won,2025-04-29,2025-04-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
OE8206,Churned,2024-11-17,2024-10-03,No,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,2.0,2024.0,1
OE8373,Won,2025-03-08,2025-02-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OE8460,Won,2025-02-13,2025-01-21,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
OE8593,Won,2024-12-20,2024-12-04,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OE8593,Won,2025-12-20,2025-12-05,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
OE8740,Won,2024-10-17,2024-10-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OE8742,Won,2024-06-01,2024-05-08,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
OE8930,Won,2025-03-16,2025-02-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OF0295,Won,2025-02-28,2025-02-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
OF0665,Won,2026-01-07,2025-12-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
OF0830,Won,2024-08-05,2024-07-22,No,No,No,No,No,Yes,No,No,No,No,Renewed,No,1.0,2024.0,1
OF0850,Won,2025-11-26,2025-10-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OF1246,Won,2025-02-24,2025-02-06,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Desired to Cancel,No,1.0,2025.0,1
OF1246,Won,2026-02-24,2026-01-27,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,9.0,2026.0,1
OF1461,Won,2024-10-31,2024-10-04,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OF1461,Won,2025-10-31,2025-10-06,No,No,No,No,No,No,No,Yes,No,Yes,Not Discussed,No,2.0,2025.0,1
OF2029,Won,2025-10-31,2025-09-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,7.0,2025.0,1
OF2178,Won,2025-03-15,2025-02-14,No,No,Yes,Yes,No,No,No,No,No,Yes,Renewed,No,2.0,2025.0,1
OF2639,Won,2025-11-17,2025-10-21,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
OF2762,Won,2025-11-28,2025-11-14,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
OF3470,Won,2024-10-11,2024-09-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OF3727,Won,2024-07-11,2024-06-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
OF3727,Won,2025-07-11,2025-06-27,No,No,No,No,No,No,No,No,No,No,Renewed,No,14.0,2025.0,1
OF4125,Won,2026-01-10,2025-12-15,No,No,Yes,Yes,No,No,Yes,No,No,No,Not Discussed,No,1.0,2025.0,1
OF4807,Won,2024-11-30,2024-11-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OF5533,Won,2024-08-31,2024-08-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OF5658,Won,2024-07-23,2024-07-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OF6314,Won,2024-07-28,2024-07-03,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OF6314,Won,2025-07-28,2025-07-09,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,2.0,2025.0,1
OF7064,Won,2024-11-28,2024-11-01,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OF7064,Won,2025-11-28,2025-11-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
OF7197,Won,2024-06-15,2024-05-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OF7436,Won,2025-12-03,2025-11-06,No,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,14.0,2025.0,1
OF7626,Won,2026-01-10,2025-12-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OF8511,Won,2025-03-18,2025-02-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OF8861,Won,2025-02-01,2025-01-17,No,No,Yes,Yes,No,Yes,No,No,No,No,Desired to Cancel,Yes,2.0,2025.0,1
OF8861,Won,2026-02-01,2026-01-12,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Desired to Cancel,Yes,9.0,2026.0,1
OF9408,Churned,2025-02-07,2025-01-16,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2025.0,1
OF9454,Won,2025-11-28,2025-11-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
OG0649,Won,2025-11-28,2025-11-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,7.0,2025.0,1
OG0988,Won,2025-08-19,2025-07-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OG1238,Won,2024-11-18,2024-10-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OG1727,Won,2024-07-11,2024-06-24,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OG1727,Won,2025-07-11,2025-06-17,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OG1997,Won,2025-03-22,2025-02-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OG2800,Won,2024-12-08,2024-11-18,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OG3172,Won,2024-04-19,2024-04-05,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OG3411,Won,2025-04-14,2025-03-13,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OG4857,Won,2025-05-17,2025-04-25,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,1.0,2025.0,1
OG4926,Won,2026-01-22,2026-01-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2026.0,1
OG4936,Won,2025-02-05,2025-01-16,No,No,No,unknown,unknown,unknown,No,No,No,No,Renewed,No,1.0,2025.0,1
OG4936,Won,2026-02-05,2026-01-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
OG5515,Won,2024-10-07,2024-09-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OG5515,Won,2025-10-07,2025-09-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
OG5571,Won,2024-08-28,2024-08-01,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
OG6732,Won,2025-11-29,2025-11-07,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,1.0,2025.0,1
OG6757,Won,2025-06-13,2025-05-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OG7335,Won,2025-04-02,2025-03-19,No,unknown,unknown,Yes,Yes,Yes,No,No,No,Yes,Desired to Cancel,No,2.0,2025.0,1
OG7591,Won,2024-11-03,2024-09-19,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OG7787,Won,2024-09-30,2024-09-03,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,1.0,2024.0,1
OG7787,Won,2025-09-30,2025-09-03,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,6.0,2025.0,1
OG8117,Churned,2025-01-24,2025-01-03,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Desired to Cancel,Yes,1.0,2025.0,1
OG8427,Won,2026-01-11,2025-12-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OG9014,Won,2025-07-16,2025-06-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OG9873,Won,2024-12-15,2024-11-25,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OH1058,Won,2025-11-13,2025-10-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OH1670,Won,2024-09-25,2024-09-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
OH1736,Churned,2025-10-22,2025-09-25,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,6.0,2025.0,1
OH1741,Won,2024-06-22,2024-06-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
OH1741,Won,2025-06-22,2025-05-27,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
OH1910,Churned,2024-08-21,2024-08-06,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OH1976,Churned,2025-07-12,2025-06-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,6.0,2025.0,1
OH2361,Won,2025-08-28,2025-08-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OH2436,Churned,2025-11-18,2025-10-16,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,7.0,2025.0,1
OH3781,Won,2024-10-04,2024-09-10,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Desired to Cancel,Yes,1.0,2024.0,1
OH3781,Won,2025-10-04,2025-09-08,No,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,3.0,2025.0,1
OH4684,Won,2024-04-28,2024-04-05,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,1.0,2024.0,1
OH4734,Won,2024-09-19,2024-08-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
OH5058,Churned,2025-12-12,2025-10-28,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
OH6087,Won,2025-06-01,2025-05-06,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,5.0,2025.0,1
OH6405,Won,2025-02-16,2025-01-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OH6493,Won,2024-10-12,2024-09-24,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
OH6521,Won,2025-03-14,2025-02-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
OH8251,Won,2025-01-09,2024-12-16,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,7.0,2024.0,1
OH8559,Won,2026-01-03,2025-12-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
OH9052,Won,2024-10-09,2024-09-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
OH9052,Won,2025-10-09,2025-09-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
